Edad,TipoEmpleo,Educación,EstadoCivil,Profesión,Raza,Género,CargaHorariaSemanal,IngresoAnual
58,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
66,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,55,50milO-
41,Privado,UniversitarioIncompleto,Solterx,Obrero,Negrx,Masculino,45,50milO-
26,Privado,Universitario,Solterx,Oficinista,Blancx,Masculino,40,50milO-
47,Privado,Tecnicatura,Solterx,Servicio,Blancx,Masculino,40,50milO-
55,Gubernamental,10º,Casadx,Oficinista,Blancx,Masculino,40,50milO-
53,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
17,Privado,5º-6º,Solterx,Servicio,Blancx,Masculino,48,50milO-
30,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
49,Privado,Magíster,Solterx,Profesional,Blancx,Masculino,60,50milO-
19,Privado,Secundario,Solterx,Ventas,Negrx,Masculino,30,50milO-
45,Privado,Secundario,Casadx,Servicio,Negrx,Masculino,40,50milO-
26,Privado,Tecnicatura,Solterx,Ventas,Blancx,Masculino,40,50milO-
38,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,40,+50mil
36,Gubernamental,Secundario,Casadx,Servicio,Blancx,Masculino,40,+50mil
33,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,20,50milO-
22,Gubernamental,UniversitarioIncompleto,Solterx,Servicio,Negrx,Femenino,40,50milO-
43,Autónomo,Universitario,Solterx,Ventas,Blancx,Masculino,42,50milO-
67,Otro/Desconocido,11º,Casadx,Otro/Desconocido,Blancx,Masculino,8,50milO-
30,Otro/Desconocido,Tecnicatura,Divorciadx,Otro/Desconocido,Blancx,Femenino,40,50milO-
56,Privado,Tecnicatura,Casadx,Servicio,Blancx,Masculino,25,50milO-
31,Privado,Universitario,Solterx,Profesional,Blancx,Masculino,25,50milO-
33,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
26,Privado,Secundario,Casadx,Servicio,Blancx,Masculino,40,50milO-
33,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
46,Gubernamental,11º,Casadx,Obrero,Blancx,Masculino,30,50milO-
59,Otro/Desconocido,Universitario,Casadx,Otro/Desconocido,Blancx,Masculino,40,+50mil
38,Gubernamental,Secundario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
65,Privado,11º,Viudx,Servicio,Otro,Masculino,40,50milO-
40,Privado,Tecnicatura,Casadx,Servicio,Blancx,Masculino,40,+50mil
42,Privado,Secundario,Casadx,Oficinista,Blancx,Femenino,35,50milO-
26,Autónomo,9º,Casadx,Obrero,Blancx,Masculino,40,50milO-
36,Privado,10º,Casadx,Servicio,Blancx,Femenino,24,50milO-
62,Privado,Magíster,Casadx,Profesional,Blancx,Masculino,40,+50mil
43,Privado,Universitario,Casadx,Obrero,Blancx,Masculino,45,50milO-
43,Privado,Universitario,Divorciadx,Oficinista,Blancx,Masculino,45,+50mil
22,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,55,50milO-
28,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
56,Autónomo,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,45,50milO-
22,Privado,Tecnicatura,Solterx,Ventas,Blancx,Femenino,15,50milO-
57,Privado,Universitario,Divorciadx,Oficinista,Blancx,Femenino,45,+50mil
39,Privado,Secundario,Divorciadx,Ventas,Blancx,Femenino,40,50milO-
26,Gubernamental,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,15,50milO-
17,Privado,11º,Solterx,Servicio,Blancx,Masculino,10,50milO-
40,Gubernamental,Tecnicatura,Casadx,Obrero,Blancx,Masculino,38,+50mil
45,Privado,Secundario,Casadx,Obrero,Negrx,Masculino,40,50milO-
44,Privado,Secundario,Solterx,Obrero,Negrx,Masculino,40,50milO-
20,Gubernamental,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,10,50milO-
33,Privado,Secundario,Casadx,Obrero,Blancx,Femenino,40,50milO-
23,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Masculino,40,50milO-
46,Autónomo,Magíster,Divorciadx,Oficinista,Blancx,Masculino,30,50milO-
38,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,50,50milO-
54,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
46,Privado,5º-6º,Divorciadx,Obrero,Blancx,Femenino,45,50milO-
25,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
46,Privado,UniversitarioIncompleto,Divorciadx,Ventas,Blancx,Femenino,40,50milO-
36,Gubernamental,UniversitarioIncompleto,Casadx,Obrero,Blancx,Femenino,40,50milO-
23,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,25,50milO-
29,Privado,Secundario,Separadx,Obrero,Blancx,Masculino,40,50milO-
44,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Femenino,6,+50mil
19,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,16,50milO-
19,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,40,50milO-
35,Privado,Secundario,Casadx,Servicio,Blancx,Femenino,40,+50mil
27,Privado,Universitario,Solterx,Obrero,Blancx,Masculino,50,50milO-
46,Autónomo,Tecnicatura,Separadx,Obrero,Blancx,Masculino,40,50milO-
34,Gubernamental,Universitario,Casadx,Oficinista,Blancx,Masculino,45,+50mil
34,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,35,50milO-
44,Privado,UniversitarioIncompleto,Casadx,Servicio,Blancx,Masculino,40,50milO-
45,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Femenino,40,50milO-
20,Otro/Desconocido,Secundario,Solterx,Otro/Desconocido,Blancx,Femenino,35,50milO-
25,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,55,+50mil
52,Autónomo,Universitario,Casadx,Oficinista,Blancx,Masculino,50,+50mil
20,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,40,50milO-
28,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,40,50milO-
50,Gubernamental,Universitario,Casadx,Servicio,Blancx,Masculino,40,+50mil
34,Privado,Tecnicatura,Divorciadx,Servicio,Blancx,Femenino,64,50milO-
28,Privado,7º-8º,Casadx,Obrero,Otro,Masculino,40,50milO-
41,Privado,Magíster,Casadx,Oficinista,Blancx,Masculino,65,+50mil
28,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,40,50milO-
46,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,25,50milO-
28,Otro/Desconocido,UniversitarioIncompleto,Casadx,Otro/Desconocido,Blancx,Femenino,40,+50mil
32,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,50,50milO-
41,Gubernamental,UniversitarioIncompleto,Divorciadx,Servicio,Negrx,Femenino,24,50milO-
24,Privado,Secundario,Solterx,Obrero,Negrx,Femenino,40,50milO-
33,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
46,Privado,Doctorado,Casadx,Oficinista,Blancx,Masculino,60,+50mil
31,Gubernamental,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
35,Privado,12º,Divorciadx,Obrero,Blancx,Masculino,50,+50mil
52,Privado,1º-4º,Casadx,Obrero,Blancx,Masculino,40,50milO-
30,Privado,11º,Solterx,Servicio,Blancx,Femenino,19,50milO-
34,Gubernamental,11º,Separadx,Obrero,Negrx,Masculino,40,50milO-
34,Gubernamental,Secundario,Divorciadx,Obrero,Blancx,Femenino,40,50milO-
20,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,30,50milO-
17,Privado,11º,Solterx,Obrero,Blancx,Masculino,18,50milO-
32,Gubernamental,Universitario,Casadx,Oficinista,Blancx,Femenino,40,+50mil
29,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
33,Privado,10º,Solterx,Obrero,Blancx,Femenino,35,50milO-
25,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,60,50milO-
36,Gubernamental,Magíster,Solterx,Profesional,Blancx,Masculino,40,50milO-
23,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,72,50milO-
63,Autónomo,Secundario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
47,Gubernamental,Magíster,Casadx,Profesional,Blancx,Masculino,40,50milO-
80,Otro/Desconocido,Secundario,Viudx,Otro/Desconocido,Blancx,Masculino,24,50milO-
17,Otro/Desconocido,11º,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
40,Autónomo,Universitario,Casadx,Profesional,Blancx,Femenino,40,50milO-
30,Privado,Tecnicatura,Casadx,Servicio,Blancx,Femenino,25,+50mil
27,Privado,UniversitarioIncompleto,Solterx,Obrero,Asiáticx/IsleñxDelPacífico,Masculino,40,50milO-
33,Privado,Magíster,Casadx,Profesional,Blancx,Masculino,50,+50mil
34,Gubernamental,Secundario,Solterx,Obrero,Negrx,Masculino,60,50milO-
34,Gubernamental,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,40,50milO-
23,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,40,50milO-
42,Gubernamental,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Femenino,40,50milO-
29,Privado,Universitario,Solterx,Profesional,Blancx,Masculino,40,50milO-
45,Privado,Secundario,Divorciadx,Oficinista,Blancx,Femenino,28,50milO-
24,Gubernamental,Secundario,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
44,Privado,UniversitarioIncompleto,Casadx,Profesional,Blancx,Masculino,40,+50mil
27,Privado,9º,Solterx,Obrero,Blancx,Masculino,40,50milO-
20,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Masculino,35,50milO-
44,Privado,Secundario,Viudx,Oficinista,Negrx,Femenino,40,50milO-
51,Privado,Secundario,Casadx,Obrero,Indígena/Esquimal,Masculino,40,50milO-
20,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
17,Otro/Desconocido,11º,Solterx,Otro/Desconocido,Blancx,Femenino,5,50milO-
19,Privado,Secundario,Solterx,Obrero,Negrx,Femenino,40,50milO-
45,Autónomo,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,55,+50mil
60,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,+50mil
42,Privado,Tecnicatura,Casadx,Oficinista,Negrx,Masculino,40,+50mil
44,Autónomo,Secundario,Casadx,Ventas,Blancx,Femenino,40,+50mil
40,Privado,Tecnicatura,Casadx,Obrero,Asiáticx/IsleñxDelPacífico,Masculino,40,+50mil
30,Privado,Secundario,Casadx,Oficinista,Blancx,Femenino,40,50milO-
38,Privado,UniversitarioIncompleto,Casadx,Obrero,Negrx,Masculino,50,50milO-
23,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,60,50milO-
32,Otro/Desconocido,UniversitarioIncompleto,Casadx,Otro/Desconocido,Blancx,Masculino,40,50milO-
44,Privado,Tecnicatura,Solterx,Obrero,Blancx,Masculino,40,50milO-
54,Gubernamental,Secundario,Casadx,Obrero,Negrx,Masculino,40,50milO-
32,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,50,50milO-
50,Privado,1º-4º,Casadx,Obrero,Blancx,Masculino,40,50milO-
24,Privado,Universitario,Solterx,Servicio,Blancx,Femenino,20,50milO-
37,Privado,Secundario,Casadx,Oficinista,Blancx,Femenino,60,50milO-
52,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
38,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
49,Privado,Magíster,Casadx,Oficinista,Blancx,Masculino,45,+50mil
30,Privado,Universitario,Casadx,Servicio,Blancx,Femenino,16,+50mil
60,Privado,UniversitarioIncompleto,Solterx,Profesional,Blancx,Masculino,40,+50mil
22,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
35,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
30,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,60,50milO-
67,Privado,Tecnicatura,Divorciadx,Servicio,Blancx,Femenino,24,50milO-
46,Privado,Universitario,Solterx,Obrero,Blancx,Femenino,40,50milO-
17,Privado,9º,Solterx,Servicio,Blancx,Masculino,6,50milO-
22,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,30,50milO-
27,Privado,10º,Solterx,Servicio,Blancx,Masculino,40,50milO-
23,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,35,50milO-
33,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,45,50milO-
43,Autónomo,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,20,50milO-
28,Gubernamental,Universitario,Solterx,Profesional,Blancx,Masculino,20,50milO-
41,Privado,Secundario,Casadx,Obrero,Blancx,Femenino,40,50milO-
52,Otro/Desconocido,12º,Solterx,Otro/Desconocido,Negrx,Masculino,40,50milO-
25,Privado,UniversitarioIncompleto,Casadx,Oficinista,Negrx,Femenino,20,50milO-
63,Otro/Desconocido,1º-4º,Casadx,Otro/Desconocido,Blancx,Masculino,35,50milO-
59,Gubernamental,Secundario,Casadx,Obrero,Blancx,Masculino,45,50milO-
45,Gubernamental,Universitario,Divorciadx,Profesional,Blancx,Femenino,40,50milO-
38,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,60,+50mil
40,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,35,50milO-
46,Gubernamental,Secundario,Divorciadx,Oficinista,Blancx,Masculino,40,50milO-
35,Privado,Tecnicatura,Solterx,Oficinista,Blancx,Femenino,60,50milO-
34,Privado,Secundario,Divorciadx,Profesional,Blancx,Femenino,25,50milO-
33,Privado,Universitario,Solterx,Obrero,Blancx,Masculino,20,50milO-
41,Privado,Secundario,Divorciadx,Oficinista,Blancx,Femenino,36,50milO-
20,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,40,50milO-
23,Privado,5º-6º,Solterx,Servicio,Blancx,Masculino,40,50milO-
26,Privado,UniversitarioIncompleto,Solterx,Profesional,Blancx,Femenino,35,50milO-
72,Otro/Desconocido,Secundario,Casadx,Otro/Desconocido,Blancx,Masculino,20,50milO-
23,Gubernamental,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
62,Gubernamental,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
52,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,40,50milO-
58,Privado,UniversitarioIncompleto,Divorciadx,Servicio,Blancx,Femenino,42,50milO-
25,Privado,Universitario,Solterx,Ventas,Blancx,Femenino,40,50milO-
24,Privado,Universitario,Solterx,Oficinista,Negrx,Masculino,40,50milO-
19,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Masculino,8,50milO-
43,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,40,50milO-
47,Gubernamental,Secundario,Separadx,Oficinista,Negrx,Femenino,40,50milO-
39,Privado,Secundario,Divorciadx,Servicio,Blancx,Femenino,40,50milO-
49,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,42,50milO-
53,Otro/Desconocido,5º-6º,Viudx,Otro/Desconocido,Negrx,Femenino,30,50milO-
32,Privado,Tecnicatura,Solterx,Obrero,Blancx,Masculino,45,50milO-
34,Privado,UniversitarioIncompleto,Casadx,Profesional,Blancx,Masculino,50,+50mil
28,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,45,50milO-
57,Otro/Desconocido,Tecnicatura,Viudx,Otro/Desconocido,Blancx,Femenino,38,50milO-
25,Privado,UniversitarioIncompleto,Solterx,Oficinista,Indígena/Esquimal,Femenino,20,50milO-
20,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Masculino,24,50milO-
21,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Femenino,35,50milO-
34,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,50,+50mil
38,Autónomo,Universitario,Casadx,Oficinista,Blancx,Masculino,80,+50mil
50,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,50,+50mil
24,Gubernamental,UniversitarioIncompleto,Divorciadx,Obrero,Negrx,Masculino,50,50milO-
37,Gubernamental,UniversitarioIncompleto,Casadx,Servicio,Blancx,Masculino,45,+50mil
44,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,58,+50mil
28,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Femenino,40,50milO-
42,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
74,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,9,50milO-
38,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,50,50milO-
44,Autónomo,Magíster,Casadx,Profesional,Blancx,Masculino,40,50milO-
44,Privado,11º,Divorciadx,Obrero,Otro,Femenino,46,50milO-
26,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
36,Privado,Secundario,Casadx,Servicio,Negrx,Masculino,40,50milO-
41,Privado,Tecnicatura,Casadx,Oficinista,Blancx,Femenino,50,+50mil
67,Privado,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,48,+50mil
39,Gubernamental,12º,Casadx,Servicio,Blancx,Masculino,50,50milO-
57,Privado,1º-4º,Viudx,Servicio,Negrx,Femenino,30,50milO-
29,Privado,Tecnicatura,Separadx,Obrero,Blancx,Masculino,40,50milO-
31,Autónomo,Universitario,Solterx,Obrero,Blancx,Femenino,45,50milO-
34,Otro/Desconocido,Secundario,Solterx,Otro/Desconocido,Negrx,Femenino,40,50milO-
44,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
29,Privado,Doctorado,Solterx,Profesional,Blancx,Masculino,40,50milO-
30,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Femenino,40,50milO-
27,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
27,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,50,50milO-
32,Privado,Secundario,Solterx,Obrero,Blancx,Femenino,45,50milO-
58,Privado,10º,Casadx,Servicio,Blancx,Femenino,8,50milO-
35,Gubernamental,UniversitarioIncompleto,Casadx,Servicio,Blancx,Masculino,40,50milO-
21,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,36,50milO-
28,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,40,50milO-
46,Autónomo,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Masculino,50,50milO-
36,Autónomo,Secundario,Separadx,Servicio,Blancx,Femenino,40,50milO-
72,Privado,11º,Viudx,Oficinista,Blancx,Femenino,40,50milO-
35,Privado,Secundario,Casadx,Obrero,Negrx,Femenino,40,50milO-
33,Gubernamental,Tecnicatura,Divorciadx,Obrero,Negrx,Femenino,40,+50mil
69,Privado,11º,Solterx,Obrero,Blancx,Femenino,40,50milO-
35,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
31,Privado,Secundario,Separadx,Oficinista,Blancx,Femenino,20,50milO-
34,Privado,Secundario,Casadx,Servicio,Blancx,Femenino,32,50milO-
30,Privado,11º,Casadx,Servicio,Blancx,Masculino,40,50milO-
28,Privado,Universitario,Solterx,Obrero,Blancx,Masculino,55,50milO-
54,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,35,+50mil
47,Privado,UniversitarioIncompleto,Casadx,Profesional,Blancx,Masculino,50,+50mil
24,Privado,Secundario,Solterx,Obrero,Negrx,Femenino,40,50milO-
52,Autónomo,Universitario,Casadx,Profesional,Blancx,Masculino,60,+50mil
20,Privado,Secundario,Solterx,Obrero,Indígena/Esquimal,Masculino,48,50milO-
43,Autónomo,Magíster,Casadx,Oficinista,Blancx,Masculino,45,50milO-
45,Privado,7º-8º,Separadx,Servicio,Blancx,Femenino,40,50milO-
29,Autónomo,Secundario,Separadx,Obrero,Blancx,Masculino,35,50milO-
47,Privado,Magíster,Divorciadx,Oficinista,Blancx,Masculino,42,50milO-
24,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
51,Privado,Secundario,Casadx,Profesional,Blancx,Masculino,40,50milO-
17,Privado,11º,Solterx,Ventas,Blancx,Masculino,12,50milO-
37,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,40,+50mil
27,Privado,Doctorado,Solterx,Profesional,Blancx,Femenino,70,50milO-
29,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
18,Otro/Desconocido,12º,Solterx,Otro/Desconocido,Blancx,Masculino,25,50milO-
36,Autónomo,Tecnicatura,Divorciadx,Ventas,Blancx,Femenino,35,50milO-
58,Gubernamental,Universitario,Solterx,Profesional,Blancx,Femenino,40,50milO-
26,Autónomo,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,45,50milO-
65,Otro/Desconocido,UniversitarioIncompleto,Casadx,Otro/Desconocido,Blancx,Masculino,30,+50mil
57,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,40,+50mil
59,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
27,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
31,Autónomo,Universitario,Solterx,Servicio,Blancx,Masculino,40,50milO-
21,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Femenino,24,50milO-
29,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,60,50milO-
18,Privado,11º,Solterx,Servicio,Blancx,Masculino,40,50milO-
52,Privado,10º,Casadx,Obrero,Blancx,Masculino,47,+50mil
57,Autónomo,Universitario,Divorciadx,Profesional,Blancx,Masculino,80,50milO-
42,Otro/Desconocido,Secundario,Casadx,Otro/Desconocido,Blancx,Masculino,40,50milO-
55,Otro/Desconocido,Secundario,Casadx,Otro/Desconocido,Asiáticx/IsleñxDelPacífico,Femenino,40,50milO-
60,Privado,7º-8º,Solterx,Obrero,Blancx,Masculino,48,+50mil
31,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,40,+50mil
23,Privado,Universitario,Solterx,Oficinista,Blancx,Femenino,40,50milO-
27,Privado,Secundario,Solterx,Ventas,Blancx,Masculino,40,50milO-
23,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Indígena/Esquimal,Femenino,25,50milO-
42,Autónomo,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,50,+50mil
25,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Masculino,40,50milO-
49,Privado,Universitario,Solterx,Profesional,Blancx,Femenino,45,50milO-
32,Privado,Universitario,Solterx,Servicio,Blancx,Masculino,40,50milO-
19,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,28,50milO-
60,Privado,7º-8º,Divorciadx,Servicio,Blancx,Femenino,40,50milO-
42,Gubernamental,9º,Casadx,Servicio,Blancx,Masculino,40,50milO-
35,Autónomo,Tecnicatura,Solterx,Obrero,Blancx,Masculino,40,50milO-
48,Privado,Secundario,Solterx,Oficinista,Negrx,Femenino,37,50milO-
51,Privado,Magíster,Casadx,Obrero,Blancx,Masculino,40,+50mil
29,Privado,Secundario,Solterx,Obrero,Indígena/Esquimal,Masculino,40,50milO-
36,Gubernamental,Secundario,Separadx,Oficinista,Negrx,Masculino,40,50milO-
17,Privado,10º,Solterx,Servicio,Blancx,Femenino,21,50milO-
52,Privado,Magíster,Divorciadx,Profesional,Blancx,Femenino,60,50milO-
24,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
24,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,50,50milO-
26,Gubernamental,Universitario,Solterx,Profesional,Blancx,Masculino,40,50milO-
27,Privado,Universitario,Solterx,Servicio,Blancx,Femenino,20,50milO-
39,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,60,50milO-
30,Privado,Secundario,Casadx,Obrero,Negrx,Masculino,45,50milO-
50,Autónomo,Secundario,Casadx,Oficinista,Blancx,Masculino,32,50milO-
52,Autónomo,Universitario,Casadx,Ventas,Blancx,Masculino,55,50milO-
46,Privado,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,45,+50mil
23,Privado,Universitario,Solterx,Ventas,Blancx,Femenino,20,50milO-
45,Privado,11º,Viudx,Servicio,Negrx,Femenino,20,50milO-
65,Privado,9º,Viudx,Servicio,Negrx,Femenino,24,50milO-
29,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,55,50milO-
